year;iso;mode;SSP1_noCOVID;SSP2_noCOVID;SSP5_noCOVID;SSP1;SSP2;SSP5
2060;BLZ;entrp_pass_lo;0.379530588;0.455682916;0.325007519;0.379530588;0.455682916;0.325007519
2070;BLZ;entrp_pass_lo;0.3642996;0.457606032;0.299812832;0.3642996;0.457606032;0.299812832
2080;BLZ;entrp_pass_lo;0.346126095;0.455984615;0.275595167;0.346126095;0.455984615;0.275595167
2090;BLZ;entrp_pass_lo;0.323756143;0.452139005;0.251902911;0.323756143;0.452139005;0.251902911
2100;BLZ;entrp_pass_lo;0.294765116;0.448739523;0.227785388;0.294765116;0.448739523;0.227785388
2110;BLZ;entrp_pass_lo;0.294765116;0.448739523;0.227785388;0.294765116;0.448739523;0.227785388
2130;BLZ;entrp_pass_lo;0.294765116;0.448739523;0.227785388;0.294765116;0.448739523;0.227785388
2150;BLZ;entrp_pass_lo;0.294765116;0.448739523;0.227785388;0.294765116;0.448739523;0.227785388
1965;BMU;entrp_pass_lo;0.0501;0.0501;0.0501;0.0501;0.0501;0.0501
1970;BMU;entrp_pass_lo;0.055;0.055;0.055;0.055;0.055;0.055
1975;BMU;entrp_pass_lo;0.053;0.053;0.053;0.053;0.053;0.053
1980;BMU;entrp_pass_lo;0.05467;0.05467;0.05467;0.05467;0.05467;0.05467
1985;BMU;entrp_pass_lo;0.056898;0.056898;0.056898;0.056898;0.056898;0.056898
1990;BMU;entrp_pass_lo;0.059326;0.059326;0.059326;0.059326;0.059326;0.059326
1995;BMU;entrp_pass_lo;0.059746;0.059746;0.059746;0.059746;0.059746;0.059746
2000;BMU;entrp_pass_lo;0.061833;0.061833;0.061833;0.061833;0.061833;0.061833
2005;BMU;entrp_pass_lo;0.064154;0.064154;0.064154;0.064154;0.064154;0.064154
2010;BMU;entrp_pass_lo;0.065124;0.065124;0.065124;0.065124;0.065124;0.065124
2015;BMU;entrp_pass_lo;0.065239;0.065239;0.065239;0.065239;0.065239;0.065239
2020;BMU;entrp_pass_lo;0.061400915;0.061400915;0.061400915;0.061400915;0.061400915;0.061400915
2025;BMU;entrp_pass_lo;0.057562829;0.057562829;0.057562829;0.057562829;0.057562829;0.057562829
2030;BMU;entrp_pass_lo;0.053724744;0.053724744;0.053724744;0.053724744;0.053724744;0.053724744
2035;BMU;entrp_pass_lo;0.049886658;0.049886658;0.049886658;0.049886658;0.049886658;0.049886658
2040;BMU;entrp_pass_lo;0.046048573;0.046048573;0.046048573;0.046048573;0.046048573;0.046048573
2045;BMU;entrp_pass_lo;0.042210487;0.042210487;0.042210487;0.042210487;0.042210487;0.042210487
2050;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
2055;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
2060;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
2070;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
2080;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
2090;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
2100;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
2110;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
2130;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
2150;BMU;entrp_pass_lo;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402;0.038372402
1965;BOL;entrp_pass_lo;4.07059;4.07059;4.07059;4.07059;4.07059;4.07059
1970;BOL;entrp_pass_lo;4.505778;4.505778;4.505778;4.505778;4.505778;4.505778
1975;BOL;entrp_pass_lo;5.009257;5.009257;5.009257;5.009257;5.009257;5.009257
1980;BOL;entrp_pass_lo;5.589575;5.589575;5.589575;5.589575;5.589575;5.589575
1985;BOL;entrp_pass_lo;6.21155;6.21155;6.21155;6.21155;6.21155;6.21155
1990;BOL;entrp_pass_lo;6.856244;6.856244;6.856244;6.856244;6.856244;6.856244
1995;BOL;entrp_pass_lo;7.566714;7.566714;7.566714;7.566714;7.566714;7.566714
2000;BOL;entrp_pass_lo;8.339512;8.339512;8.339512;8.339512;8.339512;8.339512
2005;BOL;entrp_pass_lo;9.125409;9.125409;9.125409;9.125409;9.125409;9.125409
2010;BOL;entrp_pass_lo;9.918242;9.918242;9.918242;9.918242;9.918242;9.918242
2015;BOL;entrp_pass_lo;10.724705;10.724705;10.724705;10.724705;10.724705;10.724705
2020;BOL;entrp_pass_lo;11.21727129;11.40653271;11.13874334;11.21727129;11.40653271;11.13874334
2025;BOL;entrp_pass_lo;11.62509651;12.05702548;11.42052978;11.62509651;12.05702548;11.42052978
2030;BOL;entrp_pass_lo;11.93262093;12.64742289;11.5901592;11.93262093;12.64742289;11.5901592
2035;BOL;entrp_pass_lo;12.15676294;13.16340759;11.669355;12.15676294;13.16340759;11.669355
2040;BOL;entrp_pass_lo;12.2939084;13.60717065;11.65650618;12.2939084;13.60717065;11.65650618
2045;BOL;entrp_pass_lo;12.33837714;13.97417794;11.54935168;12.33837714;13.97417794;11.54935168
2050;BOL;entrp_pass_lo;12.29699658;14.27064043;11.35797228;12.29699658;14.27064043;11.35797228
2055;BOL;entrp_pass_lo;12.21047426;14.49486806;11.12986973;12.21047426;14.49486806;11.12986973
2060;BOL;entrp_pass_lo;12.05733689;14.64550887;10.84164288;12.05733689;14.64550887;10.84164288
2070;BOL;entrp_pass_lo;11.64176429;14.80335372;10.22407108;11.64176429;14.80335372;10.22407108
2080;BOL;entrp_pass_lo;11.08107221;14.78959247;9.558908231;11.08107221;14.78959247;9.558908231
2090;BOL;entrp_pass_lo;10.38960832;14.65402262;8.857900289;10.38960832;14.65402262;8.857900289
2100;BOL;entrp_pass_lo;9.624588902;14.46799235;8.165098448;9.624588902;14.46799235;8.165098448
2110;BOL;entrp_pass_lo;9.624588902;14.46799235;8.165098448;9.624588902;14.46799235;8.165098448
2130;BOL;entrp_pass_lo;9.624588902;14.46799235;8.165098448;9.624588902;14.46799235;8.165098448
2150;BOL;entrp_pass_lo;9.624588902;14.46799235;8.165098448;9.624588902;14.46799235;8.165098448
1965;BRA;entrp_pass_lo;83.49802;83.49802;83.49802;83.49802;83.49802;83.49802
1970;BRA;entrp_pass_lo;95.326793;95.326793;95.326793;95.326793;95.326793;95.326793
1975;BRA;entrp_pass_lo;107.6121;107.6121;107.6121;107.6121;107.6121;107.6121
1980;BRA;entrp_pass_lo;121.159761;121.159761;121.159761;121.159761;121.159761;121.159761
1985;BRA;entrp_pass_lo;135.676281;135.676281;135.676281;135.676281;135.676281;135.676281
1990;BRA;entrp_pass_lo;149.352145;149.352145;149.352145;149.352145;149.352145;149.352145
1995;BRA;entrp_pass_lo;162.296612;162.296612;162.296612;162.296612;162.296612;162.296612
2000;BRA;entrp_pass_lo;175.287587;175.287587;175.287587;175.287587;175.287587;175.287587
2005;BRA;entrp_pass_lo;186.917361;186.917361;186.917361;186.917361;186.917361;186.917361
2010;BRA;entrp_pass_lo;196.796269;196.796269;196.796269;196.796269;196.796269;196.796269
2015;BRA;entrp_pass_lo;205.962108;205.962108;205.962108;205.962108;205.962108;205.962108
2020;BRA;entrp_pass_lo;211.4035361;213.1529261;211.2107925;211.4035361;213.1529261;211.2107925
2025;BRA;entrp_pass_lo;215.4700997;219.4288795;214.991254;215.4700997;219.4288795;214.991254
2030;BRA;entrp_pass_lo;217.9353369;224.4259418;217.1664254;217.9353369;224.4259418;217.1664254
2035;BRA;entrp_pass_lo;219.1411029;228.1462345;218.0884703;219.1411029;228.1462345;218.0884703
2040;BRA;entrp_pass_lo;219.0211807;230.6440201;217.6984652;219.0211807;230.6440201;217.6984652
2045;BRA;entrp_pass_lo;217.642838;231.9331442;216.0649541;217.642838;231.9331442;216.0649541
2050;BRA;entrp_pass_lo;214.8925532;231.8681688;213.0765918;214.8925532;231.8681688;213.0765918
2055;BRA;entrp_pass_lo;211.4282668;230.802448;209.4042222;211.4282668;230.802448;209.4042222
2060;BRA;entrp_pass_lo;206.8026717;228.6649419;204.5886112;206.8026717;228.6649419;204.5886112
2070;BRA;entrp_pass_lo;194.68;221.5805875;192.2052944;194.68;221.5805875;192.2052944
2080;BRA;entrp_pass_lo;179.5841784;211.5831238;177.0090257;179.5841784;211.5831238;177.0090257
2090;BRA;entrp_pass_lo;161.7901273;200.1229384;159.2722009;161.7901273;200.1229384;159.2722009
2100;BRA;entrp_pass_lo;141.4117089;188.4154065;139.1022305;141.4117089;188.4154065;139.1022305
2110;BRA;entrp_pass_lo;141.4117089;188.4154065;139.1022305;141.4117089;188.4154065;139.1022305
2130;BRA;entrp_pass_lo;141.4117089;188.4154065;139.1022305;141.4117089;188.4154065;139.1022305
2150;BRA;entrp_pass_lo;141.4117089;188.4154065;139.1022305;141.4117089;188.4154065;139.1022305
1965;BRB;entrp_pass_lo;0.235374;0.235374;0.235374;0.235374;0.235374;0.235374
1970;BRB;entrp_pass_lo;0.238848;0.238848;0.238848;0.238848;0.238848;0.238848
1975;BRB;entrp_pass_lo;0.246034;0.246034;0.246034;0.246034;0.246034;0.246034
1980;BRB;entrp_pass_lo;0.252194;0.252194;0.252194;0.252194;0.252194;0.252194
1985;BRB;entrp_pass_lo;0.255924;0.255924;0.255924;0.255924;0.255924;0.255924
1990;BRB;entrp_pass_lo;0.260374;0.260374;0.260374;0.260374;0.260374;0.260374
1995;BRB;entrp_pass_lo;0.264959;0.264959;0.264959;0.264959;0.264959;0.264959
2000;BRB;entrp_pass_lo;0.269847;0.269847;0.269847;0.269847;0.269847;0.269847
2005;BRB;entrp_pass_lo;0.274009;0.274009;0.274009;0.274009;0.274009;0.274009
2010;BRB;entrp_pass_lo;0.279569;0.279569;0.279569;0.279569;0.279569;0.279569
2015;BRB;entrp_pass_lo;0.284217;0.284217;0.284217;0.284217;0.284217;0.284217
2020;BRB;entrp_pass_lo;0.284594845;0.285677652;0.284671657;0.284594845;0.285677652;0.284671657
2025;BRB;entrp_pass_lo;0.283729819;0.286180549;0.283967043;0.283729819;0.286180549;0.283967043
2030;BRB;entrp_pass_lo;0.281356789;0.285440938;0.281831388;0.281356789;0.285440938;0.281831388
2035;BRB;entrp_pass_lo;0.277591322;0.283367899;0.278379499;0.277591322;0.283367899;0.278379499
2040;BRB;entrp_pass_lo;0.272216762;0.279494822;0.273383548;0.272216762;0.279494822;0.273383548
2045;BRB;entrp_pass_lo;0.265192848;0.274013964;0.266780194;0.265192848;0.274013964;0.266780194
2050;BRB;entrp_pass_lo;0.256670431;0.267511914;0.258691258;0.256670431;0.267511914;0.258691258
2055;BRB;entrp_pass_lo;0.248271244;0.261453315;0.250711174;0.248271244;0.261453315;0.250711174
2060;BRB;entrp_pass_lo;0.239128616;0.255052005;0.241961365;0.239128616;0.255052005;0.241961365
2070;BRB;entrp_pass_lo;0.219365558;0.240898733;0.222705232;0.219365558;0.240898733;0.222705232
2080;BRB;entrp_pass_lo;0.197612518;0.225598407;0.201167128;0.197612518;0.225598407;0.201167128
2090;BRB;entrp_pass_lo;0.172962603;0.209739344;0.176488194;0.172962603;0.209739344;0.176488194
2100;BRB;entrp_pass_lo;0.146354497;0.194733829;0.149624474;0.146354497;0.194733829;0.149624474
2110;BRB;entrp_pass_lo;0.146354497;0.194733829;0.149624474;0.146354497;0.194733829;0.149624474
2130;BRB;entrp_pass_lo;0.146354497;0.194733829;0.149624474;0.146354497;0.194733829;0.149624474
2150;BRB;entrp_pass_lo;0.146354497;0.194733829;0.149624474;0.146354497;0.194733829;0.149624474
1965;BRN;entrp_pass_lo;0.102425;0.102425;0.102425;0.102425;0.102425;0.102425
1970;BRN;entrp_pass_lo;0.129583;0.129583;0.129583;0.129583;0.129583;0.129583
1975;BRN;entrp_pass_lo;0.161671;0.161671;0.161671;0.161671;0.161671;0.161671
1980;BRN;entrp_pass_lo;0.193949;0.193949;0.193949;0.193949;0.193949;0.193949
1985;BRN;entrp_pass_lo;0.224512;0.224512;0.224512;0.224512;0.224512;0.224512
1990;BRN;entrp_pass_lo;0.258785;0.258785;0.258785;0.258785;0.258785;0.258785
1995;BRN;entrp_pass_lo;0.297192;0.297192;0.297192;0.297192;0.297192;0.297192
2000;BRN;entrp_pass_lo;0.333241;0.333241;0.333241;0.333241;0.333241;0.333241
2005;BRN;entrp_pass_lo;0.365158;0.365158;0.365158;0.365158;0.365158;0.365158
2010;BRN;entrp_pass_lo;0.388662;0.388662;0.388662;0.388662;0.388662;0.388662
2015;BRN;entrp_pass_lo;0.417542;0.417542;0.417542;0.417542;0.417542;0.417542
2020;BRN;entrp_pass_lo;0.44529236;0.453009861;0.446904848;0.44529236;0.453009861;0.446904848
2025;BRN;entrp_pass_lo;0.469199947;0.486648332;0.473747916;0.469199947;0.486648332;0.473747916
2030;BRN;entrp_pass_lo;0.489073949;0.518258624;0.496181295;0.489073949;0.518258624;0.496181295
2035;BRN;entrp_pass_lo;0.506405669;0.548010964;0.515713899;0.506405669;0.548010964;0.515713899
2040;BRN;entrp_pass_lo;0.521514128;0.576002476;0.533338772;0.521514128;0.576002476;0.533338772
2045;BRN;entrp_pass_lo;0.533780372;0.602240335;0.548396043;0.533780372;0.602240335;0.548396043
2050;BRN;entrp_pass_lo;0.54254583;0.626946568;0.559865776;0.54254583;0.626946568;0.559865776
2055;BRN;entrp_pass_lo;0.54607401;0.647055485;0.565921478;0.54607401;0.647055485;0.565921478
2060;BRN;entrp_pass_lo;0.546019885;0.664314472;0.568301383;0.546019885;0.664314472;0.568301383
2070;BRN;entrp_pass_lo;0.534937678;0.682785766;0.560842003;0.534937678;0.682785766;0.560842003
2080;BRN;entrp_pass_lo;0.509063017;0.683058244;0.536741116;0.509063017;0.683058244;0.536741116
2090;BRN;entrp_pass_lo;0.470089916;0.670521014;0.497736358;0.470089916;0.670521014;0.497736358
2100;BRN;entrp_pass_lo;0.419629231;0.647855131;0.445488008;0.419629231;0.647855131;0.445488008
2110;BRN;entrp_pass_lo;0.419629231;0.647855131;0.445488008;0.419629231;0.647855131;0.445488008
2130;BRN;entrp_pass_lo;0.419629231;0.647855131;0.445488008;0.419629231;0.647855131;0.445488008
2150;BRN;entrp_pass_lo;0.419629231;0.647855131;0.445488008;0.419629231;0.647855131;0.445488008
1965;BTN;entrp_pass_lo;0.254464;0.254464;0.254464;0.254464;0.254464;0.254464
1970;BTN;entrp_pass_lo;0.298301;0.298301;0.298301;0.298301;0.298301;0.298301
1975;BTN;entrp_pass_lo;0.349982;0.349982;0.349982;0.349982;0.349982;0.349982
1980;BTN;entrp_pass_lo;0.409172;0.409172;0.409172;0.409172;0.409172;0.409172
1985;BTN;entrp_pass_lo;0.467178;0.467178;0.467178;0.467178;0.467178;0.467178
1990;BTN;entrp_pass_lo;0.53728;0.53728;0.53728;0.53728;0.53728;0.53728
1995;BTN;entrp_pass_lo;0.514877;0.514877;0.514877;0.514877;0.514877;0.514877
2000;BTN;entrp_pass_lo;0.573416;0.573416;0.573416;0.573416;0.573416;0.573416
2005;BTN;entrp_pass_lo;0.656639;0.656639;0.656639;0.656639;0.656639;0.656639
2010;BTN;entrp_pass_lo;0.727641;0.727641;0.727641;0.727641;0.727641;0.727641
2015;BTN;entrp_pass_lo;0.787386;0.787386;0.787386;0.787386;0.787386;0.787386
2020;BTN;entrp_pass_lo;0.852520026;0.860873729;0.859653743;0.852520026;0.860873729;0.859653743
2025;BTN;entrp_pass_lo;0.912137988;0.93261601;0.929910133;0.912137988;0.93261601;0.929910133
2030;BTN;entrp_pass_lo;0.964917281;1.001073253;0.99355089;0.964917281;1.001073253;0.99355089
2035;BTN;entrp_pass_lo;1.013202819;1.065165003;1.052849956;1.013202819;1.065165003;1.052849956
2040;BTN;entrp_pass_lo;1.056280572;1.126611431;1.107202303;1.056280572;1.126611431;1.107202303
2045;BTN;entrp_pass_lo;1.09298171;1.185128774;1.154959734;1.09298171;1.185128774;1.154959734
2050;BTN;entrp_pass_lo;1.12182751;1.238812992;1.194057992;1.12182751;1.238812992;1.194057992
2055;BTN;entrp_pass_lo;1.14204416;1.284174641;1.222981635;1.14204416;1.284174641;1.222981635
2060;BTN;entrp_pass_lo;1.154014933;1.320967216;1.242551858;1.154014933;1.320967216;1.242551858
2070;BTN;entrp_pass_lo;1.147892205;1.36442343;1.246201407;1.147892205;1.36442343;1.246201407
2080;BTN;entrp_pass_lo;1.103952081;1.370884508;1.204918439;1.103952081;1.370884508;1.204918439
2090;BTN;entrp_pass_lo;1.032755648;1.3467873;1.130264903;1.032755648;1.3467873;1.130264903
2100;BTN;entrp_pass_lo;0.944343438;1.304924747;1.03399241;0.944343438;1.304924747;1.03399241
2110;BTN;entrp_pass_lo;0.944343438;1.304924747;1.03399241;0.944343438;1.304924747;1.03399241
2130;BTN;entrp_pass_lo;0.944343438;1.304924747;1.03399241;0.944343438;1.304924747;1.03399241
2150;BTN;entrp_pass_lo;0.944343438;1.304924747;1.03399241;0.944343438;1.304924747;1.03399241
1965;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
1970;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
1975;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
1980;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
1985;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
1990;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
1995;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2000;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2005;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2010;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2015;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2020;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2025;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2030;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2035;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2040;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2045;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2050;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2055;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2060;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2070;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2080;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2090;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2100;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2110;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2130;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
2150;BVT;entrp_pass_lo;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001
1965;BWA;entrp_pass_lo;0.59719;0.59719;0.59719;0.59719;0.59719;0.59719
1970;BWA;entrp_pass_lo;0.695597;0.695597;0.695597;0.695597;0.695597;0.695597
1975;BWA;entrp_pass_lo;0.82584;0.82584;0.82584;0.82584;0.82584;0.82584
1980;BWA;entrp_pass_lo;1.001158;1.001158;1.001158;1.001158;1.001158;1.001158
1985;BWA;entrp_pass_lo;1.189114;1.189114;1.189114;1.189114;1.189114;1.189114
1990;BWA;entrp_pass_lo;1.377912;1.377912;1.377912;1.377912;1.377912;1.377912
1995;BWA;entrp_pass_lo;1.569094;1.569094;1.569094;1.569094;1.569094;1.569094
2000;BWA;entrp_pass_lo;1.72834;1.72834;1.72834;1.72834;1.72834;1.72834
2005;BWA;entrp_pass_lo;1.855852;1.855852;1.855852;1.855852;1.855852;1.855852
2010;BWA;entrp_pass_lo;2.014866;2.014866;2.014866;2.014866;2.014866;2.014866
2015;BWA;entrp_pass_lo;2.209197;2.209197;2.209197;2.209197;2.209197;2.209197
2020;BWA;entrp_pass_lo;2.301006979;2.309934714;2.310317575;2.301006979;2.309934714;2.310317575
2025;BWA;entrp_pass_lo;2.375122737;2.396657841;2.399776523;2.375122737;2.396657841;2.399776523
2030;BWA;entrp_pass_lo;2.430372479;2.473542379;2.471846109;2.430372479;2.473542379;2.471846109
2035;BWA;entrp_pass_lo;2.478044511;2.544735816;2.5376875;2.478044511;2.544735816;2.5376875
2040;BWA;entrp_pass_lo;2.519146308;2.611324426;2.598982895;2.519146308;2.611324426;2.598982895
2045;BWA;entrp_pass_lo;2.551762135;2.674500409;2.653600041;2.551762135;2.674500409;2.653600041
2050;BWA;entrp_pass_lo;2.573934568;2.735755317;2.698246591;2.573934568;2.735755317;2.698246591
2055;BWA;entrp_pass_lo;2.595862305;2.804692561;2.741083497;2.595862305;2.804692561;2.741083497
2060;BWA;entrp_pass_lo;2.604505693;2.871559947;2.768875122;2.604505693;2.871559947;2.768875122
2070;BWA;entrp_pass_lo;2.566041607;2.953615557;2.755911868;2.566041607;2.953615557;2.755911868
2080;BWA;entrp_pass_lo;2.467773843;2.95671281;2.667282814;2.467773843;2.95671281;2.667282814
2090;BWA;entrp_pass_lo;2.322198104;2.889821534;2.516604499;2.322198104;2.889821534;2.516604499
2100;BWA;entrp_pass_lo;2.143060793;2.762367741;2.321109047;2.143060793;2.762367741;2.321109047
2110;BWA;entrp_pass_lo;2.143060793;2.762367741;2.321109047;2.143060793;2.762367741;2.321109047
2130;BWA;entrp_pass_lo;2.143060793;2.762367741;2.321109047;2.143060793;2.762367741;2.321109047
2150;BWA;entrp_pass_lo;2.143060793;2.762367741;2.321109047;2.143060793;2.762367741;2.321109047
1965;CAF;entrp_pass_lo;1.648833;1.648833;1.648833;1.648833;1.648833;1.648833
1970;CAF;entrp_pass_lo;1.828709;1.828709;1.828709;1.828709;1.828709;1.828709
1975;CAF;entrp_pass_lo;2.017372;2.017372;2.017372;2.017372;2.017372;2.017372
1980;CAF;entrp_pass_lo;2.279821;2.279821;2.279821;2.279821;2.279821;2.279821
1985;CAF;entrp_pass_lo;2.634232;2.634232;2.634232;2.634232;2.634232;2.634232
1990;CAF;entrp_pass_lo;2.93978;2.93978;2.93978;2.93978;2.93978;2.93978
1995;CAF;entrp_pass_lo;3.352767;3.352767;3.352767;3.352767;3.352767;3.352767
2000;CAF;entrp_pass_lo;3.754986;3.754986;3.754986;3.754986;3.754986;3.754986
2005;CAF;entrp_pass_lo;4.12791;4.12791;4.12791;4.12791;4.12791;4.12791
2010;CAF;entrp_pass_lo;4.448525;4.448525;4.448525;4.448525;4.448525;4.448525
2015;CAF;entrp_pass_lo;4.5461;4.5461;4.5461;4.5461;4.5461;4.5461
2020;CAF;entrp_pass_lo;4.946901919;5.025160732;4.948892756;4.946901919;5.025160732;4.948892756
2025;CAF;entrp_pass_lo;5.333535426;5.491705918;5.33838669;5.333535426;5.491705918;5.33838669
2030;CAF;entrp_pass_lo;5.677051541;5.941583845;5.684703449;5.677051541;5.941583845;5.684703449
2035;CAF;entrp_pass_lo;5.989475798;6.362594466;5.999868492;5.989475798;6.362594466;5.999868492
2040;CAF;entrp_pass_lo;6.259313321;6.756492119;6.272485721;6.259313321;6.756492119;6.272485721
2045;CAF;entrp_pass_lo;6.475453444;7.108310038;6.491380438;6.475453444;7.108310038;6.491380438
2050;CAF;entrp_pass_lo;6.646430033;7.413894923;6.664970137;6.646430033;7.413894923;6.664970137
2055;CAF;entrp_pass_lo;6.742005417;7.642497289;6.762780578;6.742005417;7.642497289;6.762780578
2060;CAF;entrp_pass_lo;6.796202239;7.824989275;6.818937016;6.796202239;7.824989275;6.818937016
2070;CAF;entrp_pass_lo;6.787593471;8.051555151;6.813014328;6.787593471;8.051555151;6.813014328
2080;CAF;entrp_pass_lo;6.626426687;8.111391457;6.652932472;6.626426687;8.111391457;6.652932472
2090;CAF;entrp_pass_lo;6.340545375;8.042410389;6.366701381;6.340545375;8.042410389;6.366701381
2100;CAF;entrp_pass_lo;5.963164401;7.885902809;5.987875451;5.963164401;7.885902809;5.987875451
2110;CAF;entrp_pass_lo;5.963164401;7.885902809;5.987875451;5.963164401;7.885902809;5.987875451
2130;CAF;entrp_pass_lo;5.963164401;7.885902809;5.987875451;5.963164401;7.885902809;5.987875451
2150;CAF;entrp_pass_lo;5.963164401;7.885902809;5.987875451;5.963164401;7.885902809;5.987875451
1965;CAN;entrp_pass_lo;19.678;19.678;19.678;19.678;19.678;19.678
1970;CAN;entrp_pass_lo;21.324;21.324;21.324;21.324;21.324;21.324
1975;CAN;entrp_pass_lo;23.209;23.209;23.209;23.209;23.209;23.209
1980;CAN;entrp_pass_lo;24.593;24.593;24.593;24.593;24.593;24.593
1985;CAN;entrp_pass_lo;25.942;25.942;25.942;25.942;25.942;25.942
1990;CAN;entrp_pass_lo;27.791;27.791;27.791;27.791;27.791;27.791
1995;CAN;entrp_pass_lo;29.354;29.354;29.354;29.354;29.354;29.354
2000;CAN;entrp_pass_lo;30.7697;30.7697;30.7697;30.7697;30.7697;30.7697
2005;CAN;entrp_pass_lo;32.312;32.312;32.312;32.312;32.312;32.312
2010;CAN;entrp_pass_lo;34.005274;34.005274;34.005274;34.005274;34.005274;34.005274
2015;CAN;entrp_pass_lo;35.832513;35.832513;35.832513;35.832513;35.832513;35.832513
2020;CAN;entrp_pass_lo;37.83917015;37.74215782;38.55390441;37.83917015;37.74215782;38.55390441
2025;CAN;entrp_pass_lo;39.85390064;39.62283043;41.6735245;39.85390064;39.62283043;41.6735245
2030;CAN;entrp_pass_lo;41.78211052;41.36889595;44.89201679;41.78211052;41.36889595;44.89201679
2035;CAN;entrp_pass_lo;43.62108229;42.98076009;48.11775288;43.62108229;42.98076009;48.11775288
2040;CAN;entrp_pass_lo;45.42407173;44.53291932;51.46865321;45.42407173;44.53291932;51.46865321
2045;CAN;entrp_pass_lo;47.21418811;46.06444868;55.03448332;47.21418811;46.06444868;55.03448332
2050;CAN;entrp_pass_lo;48.96929496;47.58480449;58.8173579;48.96929496;47.58480449;58.8173579
2055;CAN;entrp_pass_lo;50.64566778;49.05258847;62.67088825;50.64566778;49.05258847;62.67088825
2060;CAN;entrp_pass_lo;52.23965923;50.464905;66.59739126;52.23965923;50.464905;66.59739126
2070;CAN;entrp_pass_lo;54.76684704;52.76167064;73.92731958;54.76684704;52.76167064;73.92731958
2080;CAN;entrp_pass_lo;56.17131431;54.32187155;80.33497645;56.17131431;54.32187155;80.33497645
2090;CAN;entrp_pass_lo;55.99965209;54.94528053;85.10106915;55.99965209;54.94528053;85.10106915
2100;CAN;entrp_pass_lo;54.46885554;54.42355385;88.10075001;54.46885554;54.42355385;88.10075001
2110;CAN;entrp_pass_lo;54.46885554;54.42355385;88.10075001;54.46885554;54.42355385;88.10075001
2130;CAN;entrp_pass_lo;54.46885554;54.42355385;88.10075001;54.46885554;54.42355385;88.10075001
2150;CAN;entrp_pass_lo;54.46885554;54.42355385;88.10075001;54.46885554;54.42355385;88.10075001
